rowid;kepid;kepoi_name;kepler_name;koi_disposition;koi_pdisposition;koi_score;koi_fpflag_nt;koi_fpflag_ss;koi_fpflag_co;koi_fpflag_ec;koi_period;koi_period_err1;koi_period_err2;koi_time0bk;koi_time0bk_err1;koi_time0bk_err2;koi_impact;koi_impact_err1;koi_impact_err2;koi_duration;koi_duration_err1;koi_duration_err2;koi_depth;koi_depth_err1;koi_depth_err2;koi_prad;koi_prad_err1;koi_prad_err2;koi_teq;koi_teq_err1;koi_teq_err2;koi_insol;koi_insol_err1;koi_insol_err2;koi_model_snr;koi_tce_plnt_num;koi_tce_delivname;koi_steff;koi_steff_err1;koi_steff_err2;koi_slogg;koi_slogg_err1;koi_slogg_err2;koi_srad;koi_srad_err1;koi_srad_err2;ra;dec;koi_kepmag
873;4466677;K01338.01;Kepler-822 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;3222975318;92,85;-92,85;1780701000;2300;-2300;3300;1360;-3300;292470;7900;-7900;2327000;8400;-8400;147;400;-210;12390;;;55865;44654;-19763;3130;1;q1_q17_dr25_tce;582300;15700;-17400;4427;101;-188;9600;2610;-1400;292276120;39550179;14609
876;4135665;K01339.01;Kepler-823 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;4168118390;160,2;-160,2;1348962100;2900;-2900;7090;210;-5120;280840;9820;-9820;2630000;11700;-11700;228;350;-440;12770;;;62873;25692;-23849;2670;1;q1_q17_dr25_tce;568900;7700;-7700;4202;162;-108;13130;2040;-2500;284582550;39220211;14801
881;9034103;K01402.01;Kepler-832 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;7139697050;290;-290;1371865200;3480;-3480;270;4250;-270;398100;10900;-10900;5129000;21400;-21400;224;650;-260;9650;;;20523;18035;-6583;2780;1;q1_q17_dr25_tce;601400;19000;-21100;4486;48;-192;9930;2860;-1140;295926090;45383862;15906
882;9214942;K01403.01;Kepler-833 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;18754702380;526,7;-526,7;1417172000;2260;-2260;340;4320;-340;303310;7640;-7640;9953000;34400;-34400;167;130;-180;3820;;;503;180;-169;3320;1;q1_q17_dr25_tce;397600;15900;-17700;4721;54;-41;5400;420;-580;290479950;45600700;15473
885;3749134;K01212.01;Kepler-792 b;CONFIRMED;CANDIDATE;9970;0;0;0;0;11301230360;753,1;-753,1;1349185500;4830;-4830;1170;3290;-1170;402200;14200;-14200;2771000;16600;-16600;185;280;-230;8520;;;12442;4934;-3376;1850;1;q1_q17_dr25_tce;573000;7700;-7700;4340;110;-110;11220;1690;-1380;292006810;38820728;14981
887;3660924;K01214.01;Kepler-793 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;4241536290;220,3;-220,3;1334552200;3920;-3920;2570;1870;-2570;297100;14700;-14700;1881000;12400;-12400;144;390;-280;11770;;;45295;36897;-19084;1800;1;q1_q17_dr25_tce;577600;17200;-15500;4340;185;-185;10470;2830;-2060;295216640;38774330;14621
888;3939150;K01215.01;Kepler-277 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;17324191080;636,8;-636,8;1420997700;3230;-3230;7640;1480;-5310;804500;10200;-10200;2413000;5300;-5300;314;450;-760;9640;;;20410;8423;-9549;4910;1;q1_q17_dr25_tce;596800;12000;-10800;3972;210;-84;18570;2640;-4520;286583160;39077202;13420
889;8628758;K01279.01;Kepler-804 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;14374575720;331,1;-331,1;1382018900;1920;-1920;350;3840;-350;478920;5700;-5700;3358000;6600;-6600;194;290;-240;7790;;;8724;3761;-2530;5520;1;q1_q17_dr25_tce;576800;11500;-11500;4358;121;-110;10670;1600;-1310;293372250;44785141;13749
890;8628758;K01279.02;Kepler-804 c;CONFIRMED;CANDIDATE;9710;0;0;0;0;9651883310;589,8;-589,8;1321594700;4910;-4910;1220;3420;-1220;429600;16100;-16100;1032000;5800;-5800;108;160;-140;8900;;;14832;6394;-4302;1980;2;q1_q17_dr25_tce;576800;11500;-11500;4358;121;-110;10670;1600;-1310;293372250;44785141;13749
893;8822366;K01282.01;Kepler-805 b;CONFIRMED;CANDIDATE;9980;0;0;0;0;30863947600;1070;-1070;1628807700;2790;-2790;9070;140;-6490;886400;11000;-11000;2565000;4700;-4700;301;160;-130;7430;;;7205;1248;-915;6300;1;q1_q17_dr25_tce;597700;8000;-8000;4080;20;-18;15710;860;-630;293229950;45053310;12547
894;8972058;K00159.02;Kepler-115 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;2403640701;75,4;-75,4;1347306500;2760;-2760;9180;330;-7100;140120;8520;-8520;749000;5400;-5400;124;200;-170;14890;;;116485;53901;-36522;1630;2;q1_q17_dr25_tce;588100;10500;-11700;4315;115;-115;11710;1960;-1610;297711850;45261921;13431
896;4650674;K01341.01;Kepler-824 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;4514360960;137,1;-137,1;1340293000;2790;-2790;1180;3190;-1180;300830;7420;-7420;2307000;9500;-9500;184;310;-240;12310;;;54373;23730;-15146;2840;1;q1_q17_dr25_tce;594000;7100;-7900;4306;115;-115;12150;2070;-1550;290477420;39732010;14946
897;4275721;K01342.01;Kepler-825 b;CONFIRMED;CANDIDATE;8080;0;0;0;0;3773598710;123,2;-123,2;1340701300;2590;-2590;0;4240;0;272820;7720;-7720;1760000;7700;-7700;129;330;-190;12700;;;61452;45561;-22355;2560;1;q1_q17_dr25_tce;622400;16900;-20700;4404;135;-180;9690;2430;-1420;294769900;39398510;14207
898;4275721;K01342.02;Kepler-825 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;8181821890;230,4;-230,4;1348142300;2080;-2080;6550;2740;-4440;245660;7380;-7380;2996000;11700;-11700;177;450;-260;9810;;;21890;16230;-7963;2740;2;q1_q17_dr25_tce;622400;16900;-20700;4404;135;-180;9690;2430;-1420;294769900;39398510;14207
899;8874090;K01404.01;Kepler-834 b;CONFIRMED;CANDIDATE;9990;0;0;0;0;13323893520;471,5;-471,5;1352458500;2650;-2650;730;3510;-730;322080;9210;-9210;7813000;33100;-33100;126;230;-310;3780;;;483;364;-266;2590;1;q1_q17_dr25_tce;375100;21900;-21900;4813;104;-85;4500;820;-1100;287054530;45180370;15931
900;11666881;K00167.01;Kepler-480 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;4919584997;45,56;-45,56;1346023960;743;-743;2430;1420;-2430;419880;2530;-2530;4257000;3800;-3800;286;500;-360;13120;;;70213;33795;-20832;13200;1;q1_q17_dr25_tce;623600;11100;-12400;4246;110;-121;13780;2410;-1750;294463900;49765041;13273
901;9264949;K01405.01;Kepler-835 b;CONFIRMED;CANDIDATE;9960;0;0;0;0;11419118860;777,4;-777,4;1863049800;4960;-4960;9470;0;-6620;513500;18800;-18800;5092000;23800;-23800;332;1000;-420;9210;;;17033;15095;-5964;2370;1;q1_q17_dr25_tce;631100;17700;-24300;4398;52;-208;11720;3510;-1500;283574220;45734798;15965
902;9271752;K01406.01;Kepler-836 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;11361132540;241,4;-241,4;1369258400;1700;-1700;7340;100;-5280;418860;5920;-5920;5695000;11300;-11300;260;860;-290;8690;;;13497;13249;-4114;5700;1;q1_q17_dr25_tce;624400;17500;-19700;4460;56;-224;10090;3350;-1120;287452790;45704399;14630
905;3939150;K01215.02;Kepler-277 c;CONFIRMED;CANDIDATE;9990;0;0;0;0;33006318500;1490;-1490;1453882100;3920;-3920;3900;630;-3900;711800;12000;-12000;2781000;7600;-7600;313;450;-760;7780;;;8638;3564;-4042;3820;2;q1_q17_dr25_tce;596800;12000;-10800;3972;210;-84;18570;2640;-4520;286583160;39077202;13420
906;3839488;K01216.01;Kepler-794 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;11131271590;350,6;-350,6;1343634100;2690;-2690;100;4200;-100;423720;7490;-7490;2112000;6700;-6700;206;350;-390;9520;;;19431;9252;-7647;3680;1;q1_q17_dr25_tce;580000;10500;-11700;4202;156;-117;14350;2470;-2710;288133700;38996880;13459
908;3442055;K01218.01;Kepler-795 b;CONFIRMED;CANDIDATE;9990;0;0;0;0;29619389100;1103;-1103;1336820500;3060;-3060;460;3950;-460;495950;9260;-9260;3147000;8600;-8600;174;240;-190;5800;;;2679;1046;-703;4250;1;q1_q17_dr25_tce;561800;11200;-10100;4401;100;-100;9960;1330;-1090;291019040;38545570;13331
910;12252424;K00153.01;Kepler-113 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;8925079516;59,92;-59,92;1397138900;532;-532;7400;30;-5250;267660;2650;-2650;9775000;8000;-8000;236;160;-80;6280;;;3689;887;-488;13580;2;q1_q17_dr25_tce;472800;9400;-9400;4628;12;-48;6930;490;-210;287997890;50944328;13461
911;8700771;K01283.01;Kepler-806 b;CONFIRMED;CANDIDATE;9980;0;0;0;0;8092210500;332,4;-332,4;1380453500;3420;-3420;9510;70;-6950;576960;6260;-6260;653000;2000;-2000;144;220;-340;10890;;;33165;14696;-14867;3750;1;q1_q17_dr25_tce;577400;11500;-9200;4106;224;-96;13950;2160;-3250;296007110;44853474;11731
913;6541920;K00157.02;Kepler-11 d;CONFIRMED;CANDIDATE;10000;0;0;0;0;22687155000;264,5;-264,5;1484554350;968;-968;230;3630;-230;549210;3550;-3550;9600000;8100;-8100;320;210;-210;6530;;;4295;978;-801;12280;3;q1_q17_dr25_tce;565700;11300;-10100;4364;55;-45;10460;680;-680;297115110;41909142;13709
917;4136466;K01344.01;Kepler-826 b;CONFIRMED;CANDIDATE;9990;0;0;0;0;4487587680;166,1;-166,1;1333609200;3190;-3190;5320;4060;-3320;287400;9270;-9270;1120000;5000;-5000;137;220;-260;13050;;;68407;30590;-27485;2590;1;q1_q17_dr25_tce;606000;12000;-13200;4227;168;-112;12570;1970;-2410;284860140;39240551;13446
922;9391208;K01409.01;Kepler-837 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;16560625770;446,5;-446,5;1334970300;2400;-2400;9600;490;-6980;261100;12100;-12100;7008000;25400;-25400;294;680;-460;7010;;;5728;4090;-2113;3080;1;q1_q17_dr25_tce;581800;17500;-17500;4436;165;-181;8550;2000;-1330;285246670;45950191;15198
923;9391506;K01410.01;Kepler-838 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;15749585830;470,1;-470,1;1502457900;2310;-2310;6370;2510;-4300;466720;8160;-8160;6595000;17700;-17700;277;890;-300;7770;;;8618;8238;-2673;4260;1;q1_q17_dr25_tce;619100;17200;-21600;4454;56;-210;10250;3320;-1110;285435520;45976021;15300
924;8950853;K01412.01;Kepler-839 b;CONFIRMED;CANDIDATE;9990;0;0;0;0;37814525200;1440;-1440;1346642400;3060;-3060;8450;590;-5730;910900;12800;-12800;4125000;8000;-8000;304;530;-400;6260;;;3625;1762;-1127;5790;1;q1_q17_dr25_tce;598800;10700;-13100;4278;110;-121;13140;2320;-1740;291074680;45242580;13601
925;9006449;K01413.01;Kepler-295 b;CONFIRMED;CANDIDATE;9860;0;0;0;0;12645042910;997,7;-997,7;1386314900;5950;-5950;9310;70;-7090;911700;10100;-10100;2004000;6600;-6600;155;360;-200;7410;;;7128;4856;-2342;3270;1;q1_q17_dr25_tce;560700;15200;-15200;4447;112;-168;8860;2030;-1190;285345830;45367779;14447
926;9006449;K01413.02;Kepler-295 c;CONFIRMED;CANDIDATE;9990;0;0;0;0;21526295800;1610;-1610;1322878700;6120;-6120;8040;80;-5740;839200;16700;-16700;1900000;8500;-8500;136;310;-180;6210;;;3503;2386;-1151;2340;2;q1_q17_dr25_tce;560700;15200;-15200;4447;112;-168;8860;2030;-1190;285345830;45367779;14447
927;9006449;K01413.03;Kepler-295 d;CONFIRMED;CANDIDATE;9350;0;0;0;0;33884582500;3864;-3864;1599881900;8480;-8480;9610;310;-6840;653800;19100;-19100;2241000;14100;-14100;174;400;-240;5330;;;1913;1304;-628;1720;3;q1_q17_dr25_tce;560700;15200;-15200;4447;112;-168;8860;2030;-1190;285345830;45367779;14447
928;4043190;K01220.01;Kepler-796 b;CONFIRMED;CANDIDATE;9970;0;0;0;0;6400871370;228,1;-228,1;1368824000;2900;-2900;8610;560;-5960;255610;8340;-8340;1336000;6300;-6300;191;330;-500;11090;;;35744;17970;-17299;2440;1;q1_q17_dr25_tce;542600;11900;-7600;4107;227;-105;14210;2470;-3710;287307860;39144730;12988
929;3640905;K01221.01;Kepler-278 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;30159941100;1761;-1761;1385177400;4840;-4840;8020;210;-5580;787400;13000;-13000;1759000;5800;-5800;454;300;-610;8360;;;11569;2126;-3556;3230;1;q1_q17_dr25_tce;501000;5100;-10300;3620;60;-55;30510;2020;-4040;290107180;38702229;11584
930;3640905;K01221.02;Kepler-278 c;CONFIRMED;CANDIDATE;9810;0;0;0;0;51077104800;5573;-5573;1523569400;7900;-7900;4980;110;-4430;1123300;24900;-24900;1415000;6200;-6200;366;240;-490;7020;;;5728;1053;-1760;2410;2;q1_q17_dr25_tce;501000;5100;-10300;3620;60;-55;30510;2020;-4040;290107180;38702229;11584
934;10790387;K01288.01;Kepler-807 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;1,17931E+11;837,7;-837,7;2197042260;548;-548;6150;280;-700;587960;6330;-6330;85066000;47600;-47600;1036;3500;-1170;4180;;;720;694;-223;21250;1;q1_q17_dr25_tce;639200;15100;-20700;4425;56;-210;10720;3620;-1210;289020170;48119808;15128
944;7303287;K01353.01;Kepler-289 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;1,25865E+11;573,2;-573,2;2366597310;324;-324;1010;140;-1010;901910;1500;-1500;123900000;24500;-24500;1237;1940;-1570;3940;;;571;249;-170;54470;1;q1_q17_dr25_tce;593300;10700;-11900;4342;115;-115;11150;1740;-1420;297465330;42882839;13956
945;7303287;K01353.02;Kepler-289 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;34543945200;1552;-1552;1326845300;3550;-3550;8700;130;-6030;348200;11100;-11100;4298000;20300;-20300;267;420;-340;6070;;;3202;1394;-953;2340;2;q1_q17_dr25_tce;593300;10700;-11900;4342;115;-115;11150;1740;-1420;297465330;42882839;13956
946;11512246;K00168.01;Kepler-23 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;10742417650;162;-162;1332867000;1250;-1250;340;2570;-340;606330;3480;-3480;4152000;4600;-4600;306;190;-120;10080;;;24394;4722;-2978;9540;1;q1_q17_dr25_tce;576100;8600;-6900;4091;18;-18;15180;920;-610;294218930;49479221;13438
949;11517719;K01416.01;Kepler-840 b;CONFIRMED;CANDIDATE;9200;0;1;0;0;2495780169;18,18;-18,18;1353369480;603;-603;1330;580;-1330;427210;2750;-2750;250700000;172000;-172000;1575;4700;-2020;14080;;;92947;81358;-30375;17140;1;q1_q17_dr25_tce;603900;16300;-18100;4426;87;-203;9920;2960;-1270;296507390;49457291;14152
956;12252424;K00153.02;Kepler-113 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;4754000720;28,46;-28,46;1285471550;495;-495;6720;40;-5070;253940;2190;-2190;7487000;6000;-6000;200;140;-60;7750;;;8523;2048;-1128;14140;1;q1_q17_dr25_tce;472800;9400;-9400;4628;12;-48;6930;490;-210;287997890;50944328;13461
959;10874614;K00017.01;Kepler-6 b;CONFIRMED;CANDIDATE;9870;0;0;0;0;3234699282;1,19;-1,19;1214865708;29,2;-29,2;790;30;-580;359385;78;-78;105590000;4200;-4200;1306;960;-960;13560;;;79762;19763;-16080;300380;1;q1_q17_dr25_tce;564000;11300;-10100;4236;55;-45;12910;950;-950;296837250;48239944;13303
960;6541920;K00157.03;Kepler-11 e;CONFIRMED;CANDIDATE;10000;0;0;0;0;31995524850;310,9;-310,9;1541607450;758;-758;6900;1390;-4650;428170;4850;-4850;13761000;11200;-11200;412;270;-260;5820;;;2717;619;-507;12800;1;q1_q17_dr25_tce;565700;11300;-10100;4364;55;-45;10460;680;-680;297115110;41909142;13709
964;7211141;K01355.01;Kepler-827 b;CONFIRMED;CANDIDATE;9950;0;0;0;0;51929206540;959,8;-959,8;1519332100;1500;-1500;3980;4120;-2230;526370;6220;-6220;34258000;48700;-48700;849;1400;-1860;5740;;;2560;1123;-1082;8180;1;q1_q17_dr25_tce;567100;8500;-7700;4128;196;-98;14420;2370;-3160;294966060;42708569;15897
968;5084942;K00161.01;Kepler-475 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;3105507835;11,49;-11,49;1332104270;311;-311;7990;10;-5610;174580;2240;-2240;9046000;6000;-6000;268;170;-100;9800;;;21791;4794;-3246;17860;1;q1_q17_dr25_tce;498900;9000;-11000;4585;12;-64;7910;520;-280;287051730;40211552;13341
972;11497958;K01422.01;Kepler-296 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;5841636615;98,41;-98,41;1359231500;1320;-1320;260;4050;-260;187340;4670;-4670;13363000;37000;-37000;138;170;-210;4460;;;938;349;-320;4110;1;q1_q17_dr25_tce;352600;7100;-7800;4866;66;-44;3830;480;-580;286540010;49437328;15921
973;11497958;K01422.02;Kepler-296 d;CONFIRMED;CANDIDATE;10000;0;0;0;0;19850294950;552,5;-552,5;1336493300;2160;-2160;2170;2450;-2170;284070;7410;-7410;16075000;50700;-50700;152;190;-230;2970;;;183;68;-62;3440;2;q1_q17_dr25_tce;352600;7100;-7800;4866;66;-44;3830;480;-580;286540010;49437328;15921
980;10604335;K01298.01;Kepler-283 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;11008176350;170,1;-170,1;1432261100;1290;-1290;250;4080;-250;201300;4360;-4360;14625000;40000;-40000;215;100;-110;4880;;;1339;248;-237;4210;1;q1_q17_dr25_tce;414100;8300;-9100;4684;22;-25;5820;270;-300;293613710;47839001;15847
981;10864656;K01299.01;Kepler-432 b;CONFIRMED;CANDIDATE;9810;0;0;0;0;52500864500;1465;-1465;1715211400;2220;-2220;1100;2540;-1100;1490660;7810;-7810;9467000;9200;-9200;1241;610;-1530;8120;;;10294;1540;-2844;11620;1;q1_q17_dr25_tce;497600;5400;-7400;3331;8;-9;41570;2050;-5130;293282200;48285900;12183
982;10975146;K01300.01;Kepler-808 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;631331710;3,41;-3,41;1339448800;399;-399;7260;20;-5190;114870;1860;-1860;4345000;6000;-6000;120;90;-100;13220;;;72672;21251;-19653;9580;1;q1_q17_dr25_tce;444100;13300;-14600;4710;56;-32;5300;380;-460;291594090;48445610;14285
983;10538176;K01301.01;Kepler-284 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;12699050110;430,7;-430,7;1849868000;2910;-2910;6630;2680;-4420;298990;8910;-8910;7974000;29500;-29500;262;220;-170;6860;;;5255;1292;-927;3040;1;q1_q17_dr25_tce;529100;8400;-7300;4489;58;-65;8820;720;-590;293146480;47729649;15824
989;11497958;K01422.03;Kepler-296 b;CONFIRMED;CANDIDATE;9850;0;0;0;0;10864409500;488,4;-488,4;1311283300;3470;-3470;7630;150;-5510;185300;11900;-11900;7487000;51400;-51400;114;150;-170;3630;;;409;153;-139;1680;3;q1_q17_dr25_tce;352600;7100;-7800;4866;66;-44;3830;480;-580;286540010;49437328;15921
990;11177707;K01423.01;Kepler-841 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;1,2442E+11;3491;-3491;1505961600;1930;-1930;170;3900;-170;371970;8200;-8200;41070000;118000;-118000;1030;1770;-5300;4160;;;707;319;-552;3990;1;q1_q17_dr25_tce;506600;7000;-9000;3974;569;-100;16590;2850;-8540;284251310;48809608;15740
991;11611600;K01424.01;Kepler-842 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;1219568047;10,74;-10,74;1334602330;741;-741;670;3970;-670;156810;2600;-2600;4949000;9100;-9100;151;170;-100;12520;;;57896;21193;-13279;6590;1;q1_q17_dr25_tce;483800;13000;-14500;4625;27;-59;7010;760;-470;292328580;49653542;15127
992;11254382;K01425.01;Kepler-843 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;2053884770;33,56;-33,56;1337343200;1260;-1260;2820;1900;-2820;216350;4450;-4450;5467000;12700;-12700;274;420;-460;15230;;;127111;51198;-43849;5000;1;q1_q17_dr25_tce;563200;7600;-7600;4282;156;-104;11760;1800;-1980;296321990;48971481;15269
993;11122894;K01426.01;Kepler-297 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;38868489560;784,3;-784,3;1713036900;1630;-1630;280;3340;-280;605730;5250;-5250;10049000;15100;-15100;281;310;-250;5090;;;1589;530;-376;7340;3;q1_q17_dr25_tce;561800;11200;-11200;4460;81;-90;8970;990;-810;283209170;48777641;14232
994;6677841;K01236.01;Kepler-279 c;CONFIRMED;FALSE POSITIVE;860;1;0;0;0;35735361600;1224;-1224;1511133000;2770;-2770;8780;510;-6130;849100;21400;-21400;7788000;14100;-14100;547;920;-1220;7740;;;8466;3948;-3728;5840;2;q1_q17_dr25_tce;636600;11600;-11600;4045;196;-98;16970;2850;-3800;287391200;42194832;13659
995;6677841;K01236.02;Kepler-279 b;CONFIRMED;FALSE POSITIVE;2420;1;0;0;0;12309716790;478,6;-478,6;1376840100;3250;-3250;8470;370;-5980;674000;14900;-14900;3960000;9300;-9300;382;640;-850;11040;;;35046;16341;-15435;4590;1;q1_q17_dr25_tce;636600;11600;-11600;4045;196;-98;16970;2850;-3800;287391200;42194832;13659
996;6677841;K01236.03;Kepler-279 d;CONFIRMED;CANDIDATE;;0;0;0;0;54420540700;2856;-2856;1487047100;4100;-4100;9414;211;-3167;855900;49900;-49900;5980000;15600;-15600;320;1280;-310;5740;;;2560;2932;-736;4490;3;q1_q17_dr24_tce;678100;15700;-23000;4422;51;-280;10670;4260;-1020;287391200;42194832;13659
999;6383821;K01238.01;Kepler-797 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;27072376550;899;-899;1391127000;2750;-2750;150;3850;-150;695920;8710;-8710;5142000;13600;-13600;218;270;-90;6050;;;3158;1005;-435;4400;1;q1_q17_dr25_tce;593600;6500;-9400;4501;16;-93;9650;1190;-400;297208950;41781712;14556
1000;10538176;K01301.02;Kepler-284 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;37514212800;2007;-2007;1893001500;4260;-4260;3660;810;-3660;530300;12700;-12700;9350000;34600;-34600;268;220;-180;4780;;;1238;305;-218;2890;2;q1_q17_dr25_tce;529100;8400;-7300;4489;58;-65;8820;720;-590;293146480;47729649;15824
1001;10724369;K01302.01;Kepler-809 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;55639188200;2097;-2097;1875504400;2760;-2760;8110;620;-5530;731600;13100;-13100;8530000;20100;-20100;313;970;-320;4780;;;1233;1139;-364;4830;1;q1_q17_dr25_tce;594900;17600;-19300;4493;50;-200;9620;2970;-990;289083650;48018131;14755
1002;6541920;K00157.04;Kepler-11 f;CONFIRMED;CANDIDATE;9980;0;0;0;0;46685620500;1120;-1120;2250460400;1790;-1790;2170;1870;-2170;637940;6150;-6150;5888000;10000;-10000;252;160;-160;5130;;;1641;374;-306;5900;5;q1_q17_dr25_tce;565700;11300;-10100;4364;55;-45;10460;680;-680;297115110;41909142;13709
1004;10744335;K01304.01;Kepler-810 b;CONFIRMED;CANDIDATE;9840;0;0;0;0;4597266130;245,9;-245,9;1364783700;4190;-4190;330;4430;-330;290900;13400;-13400;3130000;21500;-21500;169;530;-170;11050;;;35240;33520;-10722;1700;1;q1_q17_dr25_tce;599900;18900;-21000;4494;52;-208;9590;3000;-1000;296614870;48082642;15803
1009;8230616;K01713.02;Kepler-316 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;2240486703;36,66;-36,66;1378247700;1370;-1370;4610;4590;-2520;139880;4480;-4480;4363000;14700;-14700;122;70;-60;8370;;;11598;2382;-1909;3380;1;q1_q17_dr25_tce;419800;8300;-8300;4689;23;-28;5740;320;-280;290826020;44184109;15224
1011;9838949;K01716.01;Kepler-935 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;4880844560;145,7;-145,7;1361958500;2530;-2530;2270;2130;-2270;255740;7470;-7470;3430000;12400;-12400;155;240;-180;8790;;;14100;7139;-4298;3260;1;q1_q17_dr25_tce;492900;14800;-14800;4481;105;-560;8610;1350;-980;295021670;46619221;14925
1012;9895006;K01717.01;Kepler-936 b;CONFIRMED;CANDIDATE;9690;0;0;0;0;10561372170;434;-434;1337639600;3390;-3390;9630;100;-6750;326450;9360;-9360;2384000;12500;-12500;243;660;-450;8670;;;13356;10943;-5429;2170;1;q1_q17_dr25_tce;561000;16600;-16600;4316;165;-182;11710;3190;-2130;293577760;46736340;14581
1013;9896558;K01718.01;Kepler-937 b;CONFIRMED;CANDIDATE;9640;0;0;0;0;67669055400;4003;-4003;1981942700;4920;-4920;3540;1080;-3540;955600;15500;-15500;9611000;27400;-27400;339;1010;-540;4950;;;1424;1283;-550;3720;1;q1_q17_dr25_tce;612700;19200;-21300;4356;128;-192;10800;3200;-1720;294168820;46714611;15224
1014;9589323;K01488.01;Kepler-861 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;3949627144;53;-53;1346109600;1130;-1130;490;3790;-490;154850;3870;-3870;8072000;21700;-21700;232;290;-220;9660;;;20605;9056;-5601;4510;1;q1_q17_dr25_tce;515500;17000;-15400;4523;56;-84;8360;1040;-780;292353940;46226280;15623
1017;9726659;K01491.01;Kepler-862 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;3148661555;83,04;-83,04;3569361200;1700;-1700;6520;60;-5100;219780;5860;-5860;5505000;18300;-18300;215;400;-290;10970;;;34276;20687;-12103;3530;1;q1_q17_dr25_tce;525800;18400;-18400;4458;112;-154;8730;1590;-1190;297779270;46492741;15297
1019;5371776;K01557.01;Kepler-304 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;3295701024;19,21;-19,21;1339663330;460;-460;2670;2150;-2670;182680;2560;-2560;17457000;17300;-17300;281;200;-100;8750;;;13838;3333;-1977;11470;1;q1_q17_dr25_tce;472300;9400;-9400;4628;12;-45;6910;490;-250;294441770;40557590;14840
1020;5371776;K01557.02;Kepler-304 d;CONFIRMED;CANDIDATE;10000;0;0;0;0;9653490160;143;-143;1348555500;1150;-1150;1490;3050;-1490;290290;4380;-4380;13086000;22400;-22400;241;170;-90;6110;;;3298;794;-471;6310;2;q1_q17_dr25_tce;472300;9400;-9400;4628;12;-45;6910;490;-250;294441770;40557590;14840
1021;5371776;K01557.03;Kepler-304 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;5315954488;66,38;-66,38;1324300200;1020;-1020;7180;520;-4960;111650;3790;-3790;9659000;31700;-31700;233;170;-80;7460;;;7319;1763;-1045;3770;3;q1_q17_dr25_tce;472300;9400;-9400;4628;12;-45;6910;490;-250;294441770;40557590;14840
1022;9573539;K00180.01;Kepler-484 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;10045563770;157,1;-157,1;1290937100;1310;-1310;750;3590;-750;320270;4450;-4450;6714000;11700;-11700;219;280;-100;7660;;;8161;2984;-1362;6650;1;q1_q17_dr25_tce;563200;10100;-12400;4554;19;-110;8530;1090;-390;284394290;46249081;13024
1023;5371776;K01557.04;Kepler-304 e;CONFIRMED;CANDIDATE;10000;0;0;0;0;1499144441;38,38;-38,38;1330702200;2100;-2100;3310;1270;-3310;142590;7190;-7190;2589000;14000;-14000;109;80;-40;11370;;;39506;9517;-5643;2220;4;q1_q17_dr25_tce;472300;9400;-9400;4628;12;-45;6910;490;-250;294441770;40557590;14840
1024;9886661;K01606.01;Kepler-905 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;5082748362;87,12;-87,12;1332117600;1570;-1570;630;3910;-630;177320;4600;-4600;2767000;8000;-8000;140;170;-50;9280;;;17506;6166;-2643;4090;1;q1_q17_dr25_tce;543000;9700;-10800;4555;18;-108;8580;1050;-350;290051120;46713371;13984
