rowid;kepid;kepoi_name;kepler_name;koi_disposition;koi_pdisposition;koi_score;koi_fpflag_nt;koi_fpflag_ss;koi_fpflag_co;koi_fpflag_ec;koi_period;koi_period_err1;koi_period_err2;koi_time0bk;koi_time0bk_err1;koi_time0bk_err2;koi_impact;koi_impact_err1;koi_impact_err2;koi_duration;koi_duration_err1;koi_duration_err2;koi_depth;koi_depth_err1;koi_depth_err2;koi_prad;koi_prad_err1;koi_prad_err2;koi_teq;koi_teq_err1;koi_teq_err2;koi_insol;koi_insol_err1;koi_insol_err2;koi_model_snr;koi_tce_plnt_num;koi_tce_delivname;koi_steff;koi_steff_err1;koi_steff_err2;koi_slogg;koi_slogg_err1;koi_slogg_err2;koi_srad;koi_srad_err1;koi_srad_err2;ra;dec;koi_kepmag
2684;5124254;K03099.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;14049818200;899,2;-899,2;1405039600;5000;-5000;5690;3720;-3600;290700;16100;-16100;4720000;37800;-37800;145;70;-130;4800;;;1256;296;-340;1450;1;q1_q17_dr25_tce;422800;12800;-14100;4618;52;-17;6520;310;-560;297856320;40218102;15648
2687;10031500;K03107.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;1;8589562000;2232;-2232;1320335000;23100;-23100;11380;152400;-2690;988500;88900;-88900;2454000;20800;-20800;1595;4220;-2460;8910;;;14861;12194;-5570;1400;1;q1_q17_dr25_tce;576600;19000;-19000;4404;149;-182;9450;2500;-1460;298713620;46903118;15214
2696;2449074;K00378.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;4944021970;185,3;-185,3;1737519200;2770;-2770;11570;127200;-1550;406200;16000;-16000;3633000;13000;-13000;3292;8400;-12610;14190;;;95829;77512;-64199;3300;1;q1_q17_dr25_tce;601300;21100;-21100;4035;360;-144;17000;4340;-6510;292693300;37705513;13150
2697;2446113;K00379.01;;FALSE POSITIVE;FALSE POSITIVE;730;0;0;1;0;6717256480;115,5;-115,5;1709973300;1370;-1370;1630;3110;-1630;252070;4470;-4470;2727000;6300;-6300;278;500;-600;12640;;;60371;30375;-26608;4910;1;q1_q17_dr25_tce;607800;12200;-13400;4094;174;-116;16830;3000;-3670;292056760;37776192;13319
2700;9838804;K03028.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;0;1;1332569520;132,6;-132,6;1320383500;9560;-9560;4630;310;-4380;291500;17300;-17300;1635000;11600;-11600;106;260;-80;14610;;;107699;82286;-29228;1650;1;q1_q17_dr25_tce;554700;18200;-19900;4571;38;-162;8200;2010;-670;294962460;46676289;15983
2703;5524881;K03030.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;7195526240;877,6;-877,6;1360300800;9850;-9850;5930;3540;-3800;409500;21600;-21600;2146000;16400;-16400;167;550;-190;10370;;;27305;27643;-9128;1560;1;q1_q17_dr25_tce;624200;19500;-26000;4432;58;-232;10930;3650;-1220;289091060;40751122;15614
2712;8700558;K00320.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;1;0;4791798930;92,63;-92,63;1735167900;1610;-1610;12090;76660;-1030;292830;7780;-7780;1239000;3200;-3200;2626;6000;-3000;12490;;;57543;37367;-17575;4630;2;q1_q17_dr25_tce;649900;14600;-19500;4408;55;-154;11030;2520;-1260;295947810;44827831;12174
2715;3847708;K00389.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;3741231778;57,39;-57,39;1717062600;1240;-1240;2500;7570;-2500;246900;37100;-37100;4190000;18600;-18600;155;220;-120;9510;;;19355;8955;-4632;6660;1;q1_q17_dr25_tce;520600;14200;-14200;4598;32;-91;7670;1120;-600;290701020;38954681;13936
2716;3849155;K00390.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;1168310132;10,27;-10,27;1706042050;670;-670;1070;3630;-1070;131000;2650;-2650;2833000;5500;-5500;143;310;-190;15770;;;146916;97660;-47958;6470;1;q1_q17_dr25_tce;550900;16600;-14900;4487;92;-138;8570;1850;-1140;291127990;38914688;13831
2717;3858804;K00391.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;25952547800;2626;-2626;1748427500;8760;-8760;12280;88570;-7850;2132800;45000;-45000;4784000;10100;-10100;7469;11560;-21440;8650;;;13240;5709;-7176;5700;1;q1_q17_dr25_tce;521100;9300;-13400;3715;182;-98;27210;4210;-7810;293672450;38985699;13778
2722;7186665;K03033.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;8559353230;745,8;-745,8;1372285400;6960;-6960;7440;2220;-5230;430300;22100;-22100;1488000;8700;-8700;121;320;-140;9210;;;16977;12938;-5318;2040;1;q1_q17_dr25_tce;611500;16400;-18200;4462;84;-182;9190;2380;-1100;287122340;42706940;14538
2724;6388770;K03035.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;21341970200;;;1340940000;;;;;;1073000;;;;;;;;;;;;10586;15856;-4826;;1;q1_q17_dr25_tce;;;;;;;;;;298361880;41781109;13870
2730;7837302;K00048.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;23836808884;15,07;-15,07;1737759431;49,8;-49,8;10080;130;-130;602854;455;-455;296850000;15500;-15500;5931;14970;-27790;9190;;;16828;13464;-12705;279340;1;q1_q17_dr25_tce;609500;21300;-21300;3894;512;-128;19400;4900;-9090;296553860;43543179;13722
2732;8948424;K00322.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;5888835386;31,45;-31,45;1735828630;427;-427;62170;255300;-9200;379880;2170;-2170;194660000;108000;-108000;58467;0;0;10080;;;24387;0;0;20820;1;q1_q17_dr25_tce;578000;;;4438;;;10000;;;290209930;45251904;12970
2734;9641041;K00324.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;1089077863;11,73;-11,73;1712305010;939;-939;7780;320;-1780;246760;3330;-3330;1336000;1500;-1500;196;410;-540;23590;;;731211;442058;-387180;10480;1;q1_q17_dr25_tce;628000;15700;-17300;4098;228;-123;15510;3190;-4260;288024540;46305870;12217
2735;9724984;K00325.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;7863358830;110;-110;1710029900;1050;-1050;9950;2090;-230;343030;6930;-6930;4673000;8000;-8000;784;1170;-2550;11950;;;48218;23399;-28720;7430;1;q1_q17_dr25_tce;573100;17000;-17000;4005;270;-90;19130;2860;-6210;297309690;46449471;12940
2736;2452450;K00380.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;8097058300;177,4;-177,4;1708104400;1680;-1680;9590;30;-40;569900;10900;-10900;6807000;11600;-11600;483;770;-760;12030;;;49531;20148;-16079;7640;1;q1_q17_dr25_tce;657300;7900;-7900;4200;126;-115;14550;2300;-2300;293448790;37722641;13110
2737;3230578;K00381.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;6337614357;27,74;-27,74;1701894140;351;-351;9720;500;-260;174200;3520;-3520;18074000;19200;-19200;957;2640;-2630;13510;;;78789;64570;-42998;13270;1;q1_q17_dr25_tce;658100;18700;-23400;4138;220;-160;15360;4230;-4230;290203640;38374931;13406
2738;3231137;K00382.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;3900140077;74,54;-74,54;1723719300;1540;-1540;12050;61880;-1560;377000;8520;-8520;5431000;11900;-11900;2378;7130;-2360;12530;;;58232;50297;-16420;5360;1;q1_q17_dr25_tce;640700;16000;-19200;4480;52;-208;9550;2860;-950;290347350;38377899;13561
2742;5217891;K03036.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;1;1;1,6124E+11;42130;-42130;1891791000;23400;-23400;9460;100;-6560;2447200;73800;-73800;10754000;48300;-48300;348;800;-310;2940;;;177;127;-49;2300;1;q1_q17_dr25_tce;551400;18200;-18200;4569;38;-152;8260;1880;-750;298970550;40382729;15648
2748;3323289;K06319.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;33693201537;44,28;-44,28;1588667240;106;-106;3790;50;-40;744219;616;-616;5087700000;368000;-368000;6886;14550;-10110;5180;;;1707;1109;-592;161840;1;q1_q17_dr25_tce;542700;16100;-14500;4448;117;-156;8990;1900;-1320;285336580;38450520;14898
2752;8258171;K00286.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;23627222300;1118;-1118;1736509600;4420;-4420;7110;2210;-7110;790000;150000;-150000;1546000;12400;-12400;384;1000;-1510;13580;;;80444;62372;-55726;6580;1;q1_q17_dr25_tce;830800;22900;-37200;3861;301;-108;28790;7540;-11300;299221890;44180519;11641
2757;9895004;K00328.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;2250826647;10,53;-10,53;1703218190;386;-386;12210;63570;-1300;153600;2310;-2310;5344000;6600;-6600;3003;4750;-4260;14890;;;116180;51185;-37332;10430;1;q1_q17_dr25_tce;577900;10400;-11600;4308;138;-113;11190;1770;-1590;293576290;46775471;12820
2759;10620329;K00066.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;436282594;0,88;-0,88;1707020410;156;-156;12690;3050;-1590;139880;1210;-1210;5364000;3200;-3200;8325;9150;-21340;51870;;;17039916;4619254;-8021310;21830;1;q1_q17_dr25_tce;849100;6700;-9300;3853;232;-58;26220;2880;-6720;298709230;47840019;11002
2769;7097534;K03126.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;2213966850;242,5;-242,5;1325640700;8410;-8410;170;4530;-170;437400;26300;-26300;816000;5200;-5200;84;240;-100;14180;;;95261;79933;-30309;1910;1;q1_q17_dr25_tce;598600;16100;-17900;4461;81;-189;9300;2660;-1140;284299590;42604321;14461
2773;10031885;K00329.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;8589695970;446,8;-446,8;1749625000;4250;-4250;11970;67400;-70;847100;22700;-22700;2451000;6400;-6400;2080;6080;-2030;8820;;;14302;12271;-3998;4590;1;q1_q17_dr25_tce;602400;16300;-18100;4523;50;-213;9000;2630;-880;298818210;46940350;13478
2778;4159347;K00394.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;12283512750;591,3;-591,3;1743665200;3830;-3830;12240;739500;-25060;363400;21200;-21200;5978000;31300;-31300;7476;15100;-28040;13420;;;76556;47900;-50091;2340;1;q1_q17_dr25_tce;617100;18500;-18500;3668;323;-108;27590;5570;-10350;292031070;39245480;13167
2780;4165960;K00395.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;6774495450;118,4;-118,4;1710118000;1320;-1320;11780;342000;-250;254160;7790;-7790;4819000;13700;-13700;2941;5150;-3440;12190;;;52103;23032;-13532;4190;1;q1_q17_dr25_tce;651700;7100;-8400;4265;80;-120;13420;2350;-1570;293570860;39252640;13889
2782;4376644;K00397.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;27677680103;37,36;-37,36;1737965790;106;-106;9330;170;-170;217040;1360;-1360;115450000;48600;-48600;1441;4690;-1560;6180;;;3455;3286;-1049;43160;1;q1_q17_dr25_tce;607500;16200;-19800;4486;54;-216;9690;3150;-1050;294512300;39462139;13767
2783;9301506;K03047.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;605223042;15,52;-15,52;1317559300;2290;-2290;1090;3340;-1090;89860;7480;-7480;2323000;15400;-15400;114;140;-110;17280;;;209947;91154;-61413;2070;1;q1_q17_dr25_tce;508900;17900;-17900;4559;60;-60;7570;890;-730;298787990;45774220;15248
2788;6964159;K03129.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;25503628000;3213;-3213;1393578000;9140;-9140;9530;40;-7190;391300;23800;-23800;2044000;18100;-18100;161;470;-160;5860;;;2785;2423;-785;1330;1;q1_q17_dr25_tce;581500;15700;-17500;4540;36;-204;8770;2600;-870;296044010;42454708;14746
2792;9541295;K03132.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;536650319;22,28;-22,28;1317110600;4320;-4320;6100;240;-5070;238300;12900;-12900;419000;1800;-1800;135;240;-450;31950;;;2468855;1396380;-1492246;3100;1;q1_q17_dr25_tce;602000;18300;-18300;3922;285;-95;20000;3570;-6620;297329710;46136089;12649
2795;10470206;K00335.01;;FALSE POSITIVE;FALSE POSITIVE;3940;0;0;1;0;46566754370;867,9;-867,9;1963117300;1470;-1470;8700;180;-520;783100;13800;-13800;8011000;8300;-8300;525;1480;-1480;7080;;;5934;4932;-3349;11130;1;q1_q17_dr25_tce;662900;18100;-27200;4132;209;-171;16190;4570;-4570;291818570;47675282;13893
2796;10518725;K00336.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;19514841200;1784;-1784;1326075700;7230;-7230;7420;2240;-5360;309600;31000;-31000;1027000;9600;-9600;280;570;-860;12000;;;48975;30043;-28644;1310;1;q1_q17_dr25_tce;700400;18700;-25000;3854;240;-111;25560;5240;-7850;283910890;47787048;13124
2805;7281454;K03055.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;1;566805887;;;1318203886;;;7620;;;523170;;;17000;;;8;0;-10;15540;;;136832;31519;-28573;80;1;q1_q17_dr25_tce;500000;15000;-15000;4708;49;-21;5490;250;-300;291601750;42863880;14648
2807;8703887;K00287.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;14170972781;47,93;-47,93;1756077500;268;-268;5790;270;-480;373160;3260;-3260;134960000;54600;-54600;2088;6480;-2770;12880;;;65007;59172;-24201;30810;1;q1_q17_dr25_tce;834700;22600;-36800;4231;67;-202;17150;5320;-2280;296935000;44850269;11054
2808;9899352;K03135.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;1332562831;68,58;-68,58;1320508800;4960;-4960;12410;5400;-900;624000;22800;-22800;2979000;9600;-9600;2429;5850;-1950;15320;;;130129;92614;-32504;3730;1;q1_q17_dr25_tce;571800;15300;-17000;4549;40;-160;8630;2080;-690;295210360;46749321;15846
2813;6056992;K00051.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;10431146765;32,67;-32,67;1339363370;264;-264;12250;10510;-1370;388530;1860;-1860;293760000;92000;-92000;5044;0;0;8330;;;11402;0;0;40020;1;q1_q17_dr25_tce;578000;;;4438;;;10000;;;295918850;41332432;13761
2818;6948480;K02975.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;1,75329E+11;26030;-26030;2309292000;11700;-11700;12310;68650;-3830;626900;53200;-53200;10591000;75600;-75600;2703;8490;-2810;3270;;;269;249;-82;1670;1;q1_q17_dr25_tce;600800;16800;-21000;4499;52;-208;9300;2920;-970;291787540;42469528;15310
2822;10686814;K02978.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;2618462580;194,8;-194,8;1340294500;5580;-5580;130;4480;-130;350500;24800;-24800;2753000;17800;-17800;103;60;-90;8430;;;11968;3053;-3198;1870;1;q1_q17_dr25_tce;426600;12800;-12800;4626;48;-21;6430;360;-580;299034480;47904850;15593
2826;8192911;K03058.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;7538874420;872,6;-872,6;1353319000;11000;-11000;7270;2520;-5020;314700;22300;-22300;3421000;30700;-30700;133;140;-120;7510;;;7514;3041;-2081;1360;1;q1_q17_dr25_tce;531800;18600;-18600;4601;78;-58;6670;710;-580;299728450;44031811;15504
2827;10554967;K03059.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;536335190;8,81;-8,81;1317144700;1350;-1350;4890;4400;-2970;105470;5340;-5340;4441000;19400;-19400;181;440;-140;19740;;;360358;267853;-93170;2990;1;q1_q17_dr25_tce;550800;18000;-18000;4569;29;-162;8400;2000;-670;298653170;47713711;15546
2833;10616571;K00340.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;23673124200;101,2;-101,2;1606287560;338;-338;2100;260;-450;1439480;2920;-2920;231130000;32300;-32300;1774;3150;-1950;6760;;;4942;2418;-1330;84230;2;q1_q17_dr25_tce;576900;10400;-11600;4338;95;-126;11770;2090;-1290;297664670;47801392;13057
2838;2720514;K02979.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;1371288853;41,64;-41,64;1319379600;2400;-2400;9530;90;-6930;145280;8010;-8010;662000;4500;-4500;115;370;-160;18370;;;269560;256735;-93514;1690;1;q1_q17_dr25_tce;622000;17200;-19400;4378;87;-203;11080;3580;-1540;293070800;37986870;13328
2846;9899505;K03064.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;1;1;1332562787;22,71;-22,71;1320513800;1610;-1610;12400;3450;-1640;628000;7360;-7360;11119000;11000;-11000;2910;9030;-3010;17030;;;198327;186411;-61835;12520;1;q1_q17_dr25_tce;609100;18900;-23200;4487;52;-208;9670;3000;-1000;295262270;46781380;15952
2850;10611420;K03148.01;;FALSE POSITIVE;FALSE POSITIVE;140;0;0;1;0;11505286030;812,4;-812,4;1351016000;5700;-5700;4610;5150;-2540;209800;22300;-22300;2602000;29300;-29300;183;560;-220;9120;;;16379;14533;-5314;1140;1;q1_q17_dr25_tce;635500;17200;-21000;4410;62;-188;11080;3350;-1340;296117340;47879829;15191
2854;3558981;K00052.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;2987862720;23,06;-23,06;1680112330;618;-618;6210;550;-1590;258140;8750;-8750;427890000;596000;-596000;1782;2750;-1700;10640;;;30315;16753;-8491;9800;1;q1_q17_dr25_tce;523100;20300;-16600;4544;49;-98;8210;1270;-780;294977450;38678352;13109
2859;8847111;K02985.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;575884418;8,36;-8,36;1320077800;1510;-1510;12580;6930;-2350;207340;7300;-7300;2722000;7600;-7600;3117;10410;-3470;23970;;;779032;768815;-260169;4320;1;q1_q17_dr25_tce;629000;17500;-26300;4442;67;-216;10440;3490;-1160;300719270;45096050;15024
2860;4568298;K02986.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;562555067;15,64;-15,64;1317495800;2320;-2320;5270;220;-4570;174020;8050;-8050;1983000;11000;-11000;121;290;-120;20460;;;412840;291727;-113881;2170;1;q1_q17_dr25_tce;579300;15500;-17200;4561;40;-160;8320;1990;-800;293536290;39690090;15945
2862;4374339;K02987.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;993703494;26,28;-26,28;1321420000;2090;-2090;4360;300;-4360;76450;9680;-9680;674000;6500;-6500;232;370;-820;32570;;;2658840;1332989;-1690716;1450;1;q1_q17_dr25_tce;685400;18400;-24500;3808;285;-95;27150;4400;-9530;293983460;39430420;12928
2865;4847782;K03067.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;30959705300;4243;-4243;1394390300;9350;-9350;11910;693100;-4510;542000;64200;-64200;4107000;39100;-39100;1663;2160;-1360;4380;;;867;454;-258;1370;1;q1_q17_dr25_tce;494700;22200;-22200;4621;30;-70;7140;930;-580;295064420;39960659;15082
2867;10350571;K01175.03;;FALSE POSITIVE;FALSE POSITIVE;3780;1;0;0;0;93881556000;17640;-17640;1315771000;17600;-17600;80;4350;-80;2064400;51900;-51900;1887000;8300;-8300;202;310;-470;4790;;;1242;551;-560;2370;3;q1_q17_dr25_tce;567600;11500;-10400;4100;203;-87;14870;2290;-3440;295920650;47448608;13290
2870;10488450;K00290.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;2683395376;36,49;-36,49;1714260500;1130;-1130;7630;970;-5200;185920;3850;-3850;2347000;5300;-5300;255;800;-530;18600;;;283383;262264;-137635;5290;1;q1_q17_dr25_tce;695800;19600;-33700;4195;132;-181;15290;4780;-3180;298044190;47627918;12269
2873;8845026;K00044.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;66467462170;300,3;-300,3;1604765100;358;-358;1160;390;-780;1966380;2320;-2320;126440000;14200;-14200;1197;3430;-1570;4660;;;1118;972;-386;104930;1;q1_q17_dr25_tce;584300;18200;-20300;4403;87;-203;10730;3070;-1410;300151860;45089611;13483
2882;4848424;K02991.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;1501799310;136,2;-136,2;1315561100;7490;-7490;2560;2030;-2560;327500;42100;-42100;1001000;6800;-6800;72;100;-50;12290;;;54071;29779;-15595;1910;1;q1_q17_dr25_tce;502400;22700;-22700;4613;28;-83;7360;1030;-550;295217530;39933128;14762
2887;6072593;K03070.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;5075382550;182,7;-182,7;1339297800;2890;-2890;9190;340;-6440;170000;8730;-8730;1631000;12100;-12100;174;480;-330;11540;;;41923;34581;-17442;1600;1;q1_q17_dr25_tce;593300;16000;-17800;4334;136;-187;11180;3140;-2100;299447330;41398121;14196
2889;3219643;K03072.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;24336702600;2902;-2902;1543759000;11100;-11100;5770;460;-4640;253900;39200;-39200;5511000;53100;-53100;195;190;-210;5260;;;1807;649;-536;1340;1;q1_q17_dr25_tce;514100;15300;-15300;4505;88;-72;8060;800;-880;286761470;38343510;15581
2891;8197560;K03074.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;1024255560;29,37;-29,37;1314943700;2830;-2830;13120;46510;-1480;264390;8540;-8540;16317000;46200;-46200;2983;5580;-2380;15030;;;121199;74561;-32086;4060;1;q1_q17_dr25_tce;533700;18500;-18500;4594;37;-112;7640;1430;-610;300977940;44089069;16695
2892;11200415;K00293.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;4639585980;174,4;-174,4;1722191700;3400;-3400;140;4420;-140;276800;10100;-10100;834000;3500;-3500;152;300;-420;15870;;;149631;88754;-79414;2810;1;q1_q17_dr25_tce;659100;16900;-18600;4024;273;-117;16460;3290;-4520;296357330;48863720;12057
2900;2445975;K00053.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;3388887193;16,81;-16,81;1722590540;392;-392;3870;90;-3520;244750;3160;-3160;112680000;81500;-81500;1072;0;0;12120;;;51130;0;0;16290;1;q1_q17_dr25_tce;578000;;;4438;;;10000;;;292030910;37773529;13513
2904;6531496;K03646.02;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;512869432;9,08;-9,08;1320155400;1970;-1970;12630;2240;-1170;401500;7000;-7000;23130000;24400;-24400;3112;9040;-3020;21850;;;538453;462429;-157653;13390;3;q1_q17_dr25_tce;585300;16300;-20400;4529;48;-204;8950;2600;-870;294590520;41946510;16095
2907;9777256;K02997.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;0;1;1332515890;149;-149;1320842000;11500;-11500;5300;4150;-3100;421600;18500;-18500;1405000;7700;-7700;130;430;-320;17470;;;220785;216324;-110629;2220;1;q1_q17_dr25_tce;570100;17200;-18900;4291;247;-202;10680;3480;-2610;294536190;46509830;15255
2909;7433585;K02999.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;545544979;19,63;-19,63;1317240800;2780;-2780;6040;380;-4910;195400;12300;-12300;926000;4800;-4800;93;290;-100;22400;;;591374;546362;-172270;2480;1;q1_q17_dr25_tce;605000;16300;-18100;4509;40;-216;9200;2900;-970;288147640;43099709;14914
2910;6665223;K01232.02;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;1;0;4,19975E+11;;;5248465031;;;6800;;;1216870;;;2751000;;;153;120;-120;2150;;;51;13;-11;590;2;q1_q17_dr25_tce;531600;10600;-10600;4477;77;-56;8720;700;-700;281742610;42123081;14427
2913;3654719;K03081.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;25920009200;5088;-5088;1381757000;16200;-16200;540;4050;-540;560900;62000;-62000;3314000;35000;-35000;128;210;-80;5150;;;1659;863;-374;1090;1;q1_q17_dr25_tce;551700;16300;-16300;4631;32;-104;7040;1150;-460;293777370;38775459;15406
2915;10619142;K03082.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;2045167050;133,7;-133,7;1323616800;5290;-5290;7400;2320;-5150;362500;19800;-19800;1548000;11000;-11000;290;920;-830;29450;;;1779198;1650678;-1044348;1650;1;q1_q17_dr25_tce;920600;25100;-46600;4112;160;-160;21570;6810;-6190;298380520;47836048;14978
2921;3742855;K00045.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;6397185875;27,9;-27,9;1743653530;325;-325;7550;40;-60;586380;2310;-2310;188870000;53900;-53900;1502;0;0;9810;;;21859;0;0;39470;1;q1_q17_dr25_tce;578000;;;4438;;;10000;;;290266140;38837917;13133
2922;3438975;K00300.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;2976020742;82,99;-82,99;1716584500;2330;-2330;7210;850;-2620;373000;9550;-9550;1149000;2400;-2400;207;430;-650;17400;;;216916;140054;-124633;6060;1;q1_q17_dr25_tce;594700;17800;-14800;3939;308;-103;17960;3760;-5640;290120180;38509510;12302
2927;12017140;K00358.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;22845241036;8,99;-8,99;1728026986;31,7;-31,7;6170;10;-10;530070;244;-244;456760000;14900;-14900;3035;4760;-5840;7620;;;7978;3214;-3077;384540;1;q1_q17_dr25_tce;592600;7000;-8800;4187;176;-108;13510;2120;-2600;293914890;50469330;13883
2929;5702939;K03000.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;18398082700;2195;-2195;1449175000;11000;-11000;5870;3700;-3870;443800;26500;-26500;1450000;10500;-10500;126;180;-140;6860;;;5231;2069;-1416;1720;1;q1_q17_dr25_tce;560500;10100;-10100;4381;110;-99;10150;1420;-1160;290972230;40994678;14168
2931;11255231;K03003.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;13655096300;1515;-1515;1375265100;7420;-7420;2350;2200;-2350;411700;21500;-21500;1963000;15800;-15800;135;450;-140;7800;;;8746;8577;-2668;1460;1;q1_q17_dr25_tce;606500;18000;-19800;4487;54;-216;9620;3150;-1050;296619960;48905800;14818
2938;3324986;K03084.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;1540411479;94,51;-94,51;1319923900;4440;-4440;7810;1860;-5840;170300;21000;-21000;1071000;11800;-11800;92;250;-80;14460;;;102925;79073;-26986;1210;1;q1_q17_dr25_tce;576900;15500;-17200;4570;32;-179;8120;2120;-710;286015870;38411339;14991
2944;10098844;K02964.02;;FALSE POSITIVE;FALSE POSITIVE;1890;1;0;0;0;35080928000;15840;-15840;1644576000;40800;-40800;7120;2550;-4980;692000;180000;-180000;1007000;14900;-14900;121;210;-140;6100;;;3263;1545;-920;760;2;q1_q17_dr25_tce;600700;10800;-13300;4353;84;-126;11260;1930;-1280;299675870;47075840;14089
2946;9210823;K00090.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;828206212;8,8;-8,8;1357220380;833;-833;6150;890;-4450;173700;3290;-3290;1323000;2400;-2400;388;890;-1640;32740;;;2712550;1896185;-1906616;6810;1;q1_q17_dr25_tce;581200;17500;-15700;3598;367;-122;32270;7370;-13690;288441530;45609001;11743
2948;8474898;K00576.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;1,99443E+11;6842;-6842;2408514800;2310;-2310;9320;390;-180;740900;17600;-17600;40360000;120000;-120000;930;1480;-1630;3320;;;286;130;-105;5510;1;q1_q17_dr25_tce;564600;11200;-10100;4278;162;-108;11530;1840;-2020;281765780;44576370;14546
2951;9214713;K00422.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;8,09014E+11;9214;-9214;2506342420;638;-638;7170;110;-140;830170;6190;-6190;163110000;92800;-92800;1438;4480;-1920;2160;;;51;47;-17;21290;1;q1_q17_dr25_tce;623000;16900;-20600;4397;87;-203;10470;3260;-1400;290389830;45665329;14740
